Year,Round,Pick,Overall,Team,PlayerName,Pos,Country,Ht,Wt,AmateurLeague,AmateurTeam,PlayerID,Status,GamesPlayed,Points,PPG
2002,4,9,105,PHI,Rosario Ruggeri,D,CAN,73,202,QMJHL,Chicoutimi,8470250,active,472,14,0.03
2002,4,30,126,PHI,Konstantin Baranov,F,RUS,74,185,RUS,Chelyabinsk,8470073,active,369,329,0.892
2002,5,30,161,PHI,Dov Grumet-Morris,G,USA,74,190,ECAC,Harvard U.,8470102,active,405,77,0.19
2002,6,26,192,PHI,Nikita Korovkin,D,RUS,74,198,WHL,Kamloops,8470210,inactive,127,98,0.772
2002,6,27,193,PHI,Joey Mormina,D,CAN,78,220,ECAC,Colgate U.,8470208,active,17,5,0.294
2002,7,4,201,PHI,Mathieu Brunelle,L,CAN,61,180,QMJHL,Victoriaville,8470040,active,89,13,0.146
2001,1,27,27,PHI,Jeff Woywitka,D,CAN,75,227,WHL,Red Deer,8469480,other_team,465,447,0.961
2001,3,32,95,PHI,Patrick Sharp,C,CAN,73,199,ECAC,U. of Vermont,8469544,other_team,246,171,0.695
2001,5,15,146,PHI,Jussi Timonen,D,FIN,72,200,FIN JR,Kalpa,8469593,other_team,543,235,0.433
2001,5,19,150,PHI,Bernd Bruckler,G,AUT,73,180,USHL,Tri-Cities,8469597,inactive,340,29,0.085
2001,5,27,158,PHI,Roman Malek,G,CZE,61,161,CZE,Slavia,8469605,active,124,96,0.774
2001,6,7,172,PHI,Dennis Seidenberg,D,DEU,73,210,GER,Mannheim,8469619,inactive,376,290,0.771
2001,6,12,177,PHI,Andrei Razin,C,RUS,61,177,RUS,Magnitogorsk,8469624,inactive,55,8,0.145
2001,7,12,208,PHI,Thierry Douville,D,CAN,76,212,QMJHL,Baie Comeau,8469652,other_team,219,164,0.749
2001,7,29,225,PHI,David Printz,D,SWE,77,220,AWHL,Great Falls,8469668,other_team,459,373,0.813
2000,1,28,28,PHI,Justin Williams,R,CAN,73,188,,Plymouth,8468508,other_team,152,143,0.941
2000,3,29,94,PHI,Alexander Drozdetsky,F,RUS,13,174,,SKA St. Petersburg,8468574,other_team,90,54,0.6
2000,6,4,171,PHI,Roman Cechmanek,G,CZE,75,211,,Vsetin,8468651,other_team,260,100,0.385
2000,6,28,195,PHI,Colin Shields,R,GBR,0,,,Cleveland,8468675,active,14,7,0.5
2000,7,13,210,PHI,John Eichelberger,C,USA,0,182,,Green Bay,8468690,inactive,116,49,0.422
2000,7,30,227,PHI,Guillaume Lefebvre,C,CAN,73,200,,Rouyn Noranda,8468707,active,257,239,0.93
2000,8,30,259,PHI,Regan Kelly,D,CAN,74,200,,Nipawin,8468739,other_team,539,333,0.618
2000,9,26,287,PHI,Milan Kopecky,L,CZE,0,176,,Slavia Praha Jr.,8468767,inactive,432,257,0.595
2011,1,23,23,PIT,Joseph Morrow,D,CAN,72,199,WHL,Portland,8476476,other_team,25,17,0.68
2011,2,24,54,PIT,Scott Harrington,D,CAN,73,200,OHL,London,8476449,other_team,40,19,0.475
2011,5,23,144,PIT,Dominik Uher,C,CZE,72,195,WHL,Spokane,8476339,other_team,38,10,0.263
2011,6,23,174,PIT,Josh Archibald,W,CAN,61,161,HIGH-MN,Brainerd-High,8476326,inactive,19,2,0.105
2011,7,28,209,PIT,Scott Wilson,C/LW,CAN,61,166,OJHL,Georgetown,8476293,inactive,6,6,1
2010,1,20,20,PIT,Beau Bennett,RW,USA,73,173,BCHL,Penticton,8475761,other_team,1,1,1
2010,3,20,80,PIT,Bryan Rust,RW,USA,72,191,USHL,USA U-18,8475810,active,8,6,0.75
2010,4,20,110,PIT,Tom Kuhnhackl,RW,DEU,74,172,GERMAN-2,Landshut Cann.,8475832,inactive,29,7,0.241
2010,5,20,140,PIT,Kenny Agostino,LW,USA,61,190,HIGH-NJ,Delbarton,8475844,other_team,21,5,0.238
2010,6,2,152,PIT,Joe Rogalski,D,USA,73,195,OHL,Sarnia,8475854,other_team,35,0,0
2010,6,20,170,PIT,Reid McNeill,D,CAN,75,191,OHL,London,8475872,other_team,39,21,0.538
2009,1,30,30,PIT,Simon Despres,D,CAN,76,205,QMJHL,Saint John,8475155,inactive,20,20,1
2009,2,31,61,PIT,Philip Samuelsson,D,SWE,75,198,USHL,Chicago,8475194,inactive,139,97,0.698
2009,3,2,63,PIT,Ben Hanowski,R,USA,74,198,HIGH-MN,Little Falls H.S.,8475196,inactive,32,26,0.813
2009,4,30,121,PIT,Nick Petersen,R,CAN,74,186,QMJHL,Shawinigan,8475269,inactive,116,104,0.897
2009,5,2,123,PIT,Alex Velischek,D,CAN,72,200,HIGH-NJ,Delbarton,8475271,active,139,51,0.367
2009,5,30,151,PIT,Andy Bathgate,C,CAN,72,164,OHL,Belleville,8475313,active,46,45,0.978
2009,6,30,181,PIT,Viktor Ekbom,D,SWE,74,194,SWEDEN-2,Oskarshamn,8475286,active,141,28,0.199
2008,4,29,120,PIT,Nathan Moon,C,CAN,61,179,OHL,Kingston,8474680,active,84,55,0.655
2008,5,29,150,PIT,Alexander Pechurskiy,G,RUS,72,187,RUSSIA-3,Magnitogorsk 2,8474708,other_team,152,152,1
2008,6,29,180,PIT,Patrick Killeen,G,CAN,76,204,OHL,Brampton,8474737,other_team,21,21,1
2008,7,29,210,PIT,Nicholas D'Agostino,D,CAN,73,177,OPJHL,St. Michael's,8474768,other_team,109,95,0.872
2007,1,20,20,PIT,Angelo Esposito,C,CAN,74,190,QMJHL,Quebec,8474185,other_team,89,3,0.034
2007,2,21,51,PIT,Keven Veilleux,C,CAN,77,218,QMJHL,Victoriaville,8474148,inactive,165,48,0.291
2007,3,17,78,PIT,Robert Bortuzzo,D,CAN,75,196,OHL,Kitchener,8474145,other_team,196,161,0.821
2007,3,19,80,PIT,Casey Pierro-Zabotel,C,CAN,73,205,BCHL,Merritt,8474015,inactive,173,119,0.688
2007,4,20,111,PIT,Luca Caputi,L,CAN,75,200,OHL,Mississauga,8473997,active,88,58,0.659
2007,4,27,118,PIT,Alex Grant,D,CAN,74,185,QMJHL,Saint John,8474005,other_team,103,96,0.932
2007,5,20,141,PIT,Jake Muzzin,D,CAN,75,213,OHL,Sault Ste. Marie,8474162,inactive,97,47,0.485
2007,6,20,171,PIT,Dustin Jeffrey,C,CAN,73,205,OHL,Sault Ste. Marie,8474138,other_team,61,47,0.77
2006,1,2,2,PIT,Jordan Staal,C,CAN,76,220,OHL,Peterborough,8473533,inactive,272,164,0.603
2006,2,2,32,PIT,Carl Sneep,D,USA,76,210,USHSW,Brainerd,8473539,inactive,95,7,0.074
2006,3,2,65,PIT,Brian Strait,D,USA,73,200,USA,US Nat'l U-18,8473565,other_team,106,14,0.132
2006,5,2,125,PIT,Chad Johnson,G,CAN,75,198,CCHA,Alaska-Fairbanks,8473434,active,58,19,0.328
2006,7,2,185,PIT,Timo Seppanen,D,FIN,73,209,FIN,IFK,8473621,other_team,174,102,0.586
2005,1,1,1,PIT,Sidney Crosby,C,CAN,61,200,QMJHL,Rimouski,8471675,active,92,1,0.011
2005,2,31,61,PIT,Michael Gergen,F,USA,61,185,USHSW,Shattuck-St. Mary's,8471723,active,242,152,0.628
2005,3,1,62,PIT,Kris Letang,D,CAN,72,201,QMJHL,Val d'Or,8471724,other_team,189,168,0.889
2005,4,34,125,PIT,Tommi Leinonen,D,FIN,74,185,FIN JR.,Karpat Jr.,8471787,other_team,156,28,0.179
2005,5,1,126,PIT,Tim Crowder,R,CAN,74,180,BCHL,South Surrey,8471788,active,145,109,0.752
2005,6,32,194,PIT,Jean-Philippe Paquet,D,CAN,75,202,QMJHL,Shawinigan,8471855,active,306,40,0.131
2005,7,1,195,PIT,Joe Vitale,C,USA,61,205,USHL,Sioux Falls,8471856,active,23,11,0.478
2004,1,2,2,PIT,Evgeni Malkin,F,RUS,75,195,RUS,Magnitogorsk,8471215,other_team,147,76,0.517
2004,2,1,31,PIT,Johannes Salmonsson,F,SWE,74,183,SWE,Djurgarden,8471244,active,346,258,0.746
2004,2,31,61,PIT,Alex Goligoski,D,USA,61,180,USHL,Sioux Falls,8471274,other_team,350,212,0.606
2004,3,2,67,PIT,Nick Johnson,R,CAN,73,183,AJHL,St. Albert,8471280,inactive,162,87,0.537
2004,3,20,85,PIT,Brian Gifford,C,USA,73,173,USHSW,Moorhead,8471297,other_team,185,132,0.714
2004,4,1,99,PIT,Tyler Kennedy,C,CAN,61,183,OHL,Sault-Ste-Marie,8471311,active,76,0,0
2004,5,1,130,PIT,Michal Sersen,D,SVN,72,176,QMJHL,Rimouski,8471342,inactive,278,268,0.964
2004,6,1,164,PIT,Moises Gutierrez,R,USA,76,225,WHL,Kamloops,8471376,other_team,392,308,0.786
2004,7,1,194,PIT,Chris Peluso,D,USA,61,180,USHSW,Brainerd,8471406,inactive,18,17,0.944
2004,7,29,222,PIT,Jordan Morrison,C,CAN,61,180,OHL,Peterborough,8471434,active,126,65,0.516
2004,8,1,228,PIT,David Brown,G,CAN,72,185,CCHA,U. of Notre Dame,8471440,other_team,375,72,0.192
2004,9,1,259,PIT,Brian Ihnacak,C,CAN,72,178,ECAC,Brown U.,8471470,other_team,155,66,0.426
2003,1,1,1,PIT,Marc-Andre Fleury,G,CAN,74,180,QMJHL,Cape Breton,8470594,inactive,275,185,0.673
2003,2,2,32,PIT,Ryan Stone,C,CAN,74,207,WHL,Brandon,8470625,active,82,65,0.793
2003,3,2,70,PIT,Jonathan Filewich,R,CAN,74,208,WHL,Prince George,8470663,inactive,376,231,0.614
2003,3,5,73,PIT,Daniel Carcillo,L,CAN,72,205,OHL,Sarnia,8470666,inactive,84,60,0.714
2003,4,20,121,PIT,Paul Bissonnette,D,CAN,75,220,OHL,Saginaw,8470713,active,420,417,0.993
2003,5,25,161,PIT,Evgeni Isakov,L,RUS,73,196,RUS,Cherepovets,8470753,inactive,357,80,0.224
2003,6,2,169,PIT,Lukas Bolf,D,CZE,73,189,CZE JR.,Sparta Jr.,8470761,other_team,82,81,0.988
2003,7,2,199,PIT,Andy Chiodo,G,CAN,61,192,OHL,Toronto St. Michael's,8469613,inactive,244,140,0.574
2003,7,32,229,PIT,Stephen Dixon,C,CAN,72,185,QMJHL,Cape Breton,8470818,active,266,197,0.741
2003,8,3,232,PIT,Joe Jensen,C,USA,61,180,WCHA,St. Cloud State,8470821,other_team,216,195,0.903
2003,9,2,263,PIT,Matt Moulson,L,CAN,73,210,ECAC,Cornell U.,8470852,inactive,395,241,0.61
2002,1,5,5,PIT,Ryan Whitney,D,USA,75,210,H-EAST,Boston University,8470309,other_team,87,40,0.46
2002,2,5,35,PIT,Ondrej Nemec,D,CZE,72,196,CZE,Vsetin,8470188,active,456,59,0.129
2002,3,6,69,PIT,Erik Christensen,C,CAN,73,200,WHL,Kamloops,8470299,active,424,52,0.123
2002,4,5,101,PIT,Daniel Fernholm,D,SWE,76,218,SWE,Djurgarden,8470071,other_team,88,39,0.443
2002,5,5,136,PIT,Andrew Sertich,L,USA,61,161,USHSW,Greenway H.S.,8470174,other_team,90,74,0.822
2002,5,6,137,PIT,Cam Paddock,C,CAN,72,178,WHL,Kelowna,8469733,active,432,1,0.002
2002,6,5,171,PIT,Robert Goepfert,G,USA,61,162,USHL,Cedar Rapids,8470246,inactive,158,43,0.272
2002,7,5,202,PIT,Patrik Bartschi,F,CHE,61,199,SUI,Kloten,8470049,other_team,352,289,0.821
2002,8,5,234,PIT,Maxime Talbot,C,CAN,61,190,QMJHL,Hull,8470171,active,149,10,0.067
2002,8,10,239,PIT,Ryan Lannon,D,USA,73,200,ECAC,Harvard U.,8470200,other_team,395,296,0.749
2002,9,5,265,PIT,Dwight Labrosse,G,USA,73,167,OHL,Guelph,8470191,other_team,397,376,0.947
2001,1,21,21,PIT,Colby Armstrong,R,CAN,74,195,WHL,Red Deer,8469474,other_team,101,28,0.277
2001,2,24,54,PIT,Noah Welch,D,USA,76,215,USHSE,St. Sebastian's,8469505,inactive,93,8,0.086
2001,3,23,86,PIT,Drew Fata,D,CAN,73,209,OHL,Toronto St. Michael's,8469535,other_team,319,177,0.555
2001,3,33,96,PIT,Alexandre Rouleau,D,CAN,73,180,QMJHL,Val d'Or,8469545,active,94,5,0.053
2001,4,24,120,PIT,Tomas Surovy,F,SVK,72,191,SVK,Poprad,8469568,inactive,420,354,0.843
2001,4,35,131,PIT,Ben Eaves,C,USA,68,180,H-EAST,Boston College,8469579,other_team,318,26,0.082
2001,5,25,156,PIT,Andy Schneider,D,USA,72,220,USHL,Lincoln,8469603,inactive,335,2,0.006
2001,7,21,217,PIT,Tomas Duba,G,CZE,72,176,CZE,Sparta Jr.,8469661,other_team,92,56,0.609
2001,8,23,250,PIT,Brandon Crawford-West,G,USA,61,185,NAHL,Texas Tornado,8469693,inactive,126,55,0.437
2000,1,18,18,PIT,Brooks Orpik,D,USA,74,219,,Boston College,8468498,active,591,587,0.993
2000,2,22,52,PIT,Shane Endicott,C,CAN,75,209,,Seattle,8468532,other_team,105,75,0.714
2000,3,19,84,PIT,Peter Hamerlik,G,SVK,74,187,,Skalica,8468564,other_team,573,511,0.892
2000,4,28,124,PIT,Michel Ouellet,R,CAN,73,193,,Rimouski,8468604,active,267,98,0.367
2000,5,16,146,PIT,David Koci,D,CZE,78,238,,Sparta Praha Jr.,8468626,inactive,276,92,0.333
2000,6,18,185,PIT,Patrick Foley,L,USA,0,216,,U. of New Hampshire,8468665,active,38,25,0.658
2000,7,19,216,PIT,Jim Abbott,L,USA,73,185,,U. of New Hampshire,8468696,other_team,272,42,0.154
2000,8,19,248,PIT,Steven Crampton,R,CAN,0,197,,Moose Jaw,8468728,inactive,450,412,0.916
2000,9,12,273,PIT,Roman Simicek,C,CZE,74,210,,HPK Hameenlinna,8468753,active,32,9,0.281
2000,9,19,280,PIT,Nick Boucher,G,CAN,61,175,,Dartmouth College,8468760,active,327,254,0.777
2011,2,17,47,SJS,Matthew Nieto,LW,USA,61,177,H-EAST,Boston University,8476442,active,13,8,0.615
2011,3,28,89,SJS,Justin Sefton,D,CAN,74,209,OHL,Sudbury,8476413,active,11,0,0
2011,5,12,133,SJS,Sean Kuraly,C,USA,74,190,USHL,Indiana,8476374,inactive,10,7,0.7
2011,6,15,166,SJS,Daniil Sobchenko,C,UKR,74,192,RUSSIA,Yaroslavl,8476318,inactive,43,15,0.349
2011,6,28,179,SJS,Dylan Demelo,D,CAN,72,196,OHL,Mississauga St. Michael's,8476331,active,35,6,0.171
2011,7,13,194,SJS,Colin Blackwell,C,USA,69,164,HIGH-MA,St. John's Prep,8476278,other_team,0,0,#DIV/0!
2010,1,28,28,SJS,Charlie Coyle,C/RW,USA,74,205,EJHL,South Shore,8475745,inactive,5,2,0.4
2010,3,28,88,SJS,Max Gaede,RW,USA,74,190,HIGH-MN,Woodbury HS,8475806,other_team,64,58,0.906
2010,5,7,127,SJS,Cody Ferriero,C,USA,61,195,HIGH-MA,Governor's Academy,8475873,inactive,64,53,0.828
2010,5,9,129,SJS,Freddie Hamilton,C,CAN,73,187,OHL,Niagara,8475878,active,25,25,1
2010,5,16,136,SJS,Isaac MacLeod,D,CAN,76,205,BCHL,Penticton,8475838,other_team,43,34,0.791
2010,6,13,163,SJS,Konrad Abeltshauser,D,DEU,77,210,QMJHL,Halifax,8475870,active,0,0,#DIV/0!
2010,7,8,188,SJS,Lee Moffie,D,USA,73,205,CCHA,U. of Michigan,8475888,active,16,10,0.625
2010,7,20,200,SJS,Christopher Crane,RW,USA,73,185,USHL,Green Bay,8475890,other_team,6,3,0.5
2009,2,13,43,SJS,William Wrenn,D,USA,73,190,USDP,USA U-18,8475212,active,105,49,0.467
2009,2,27,57,SJS,Taylor Doherty,D,CAN,79,235,OHL,Kingston,8475202,other_team,138,14,0.101
2009,5,26,147,SJS,Philip Varone,C,CAN,61,185,OHL,London,8475321,active,128,35,0.273
2009,7,8,189,SJS,Marek Viedensky,C,SVK,76,195,WHL,Prince George,8475346,inactive,70,22,0.314
2009,7,26,207,SJS,Dominik Bielke,D,DEU,75,190,GERMANY,Eisbaren Berlin,8475329,active,91,82,0.901
2008,3,1,62,SJS,Justin Daniels,C,USA,73,175,HIGH-CT,Kent School,8474623,active,92,39,0.424
2008,4,1,92,SJS,Samuel Groulx,D,CAN,74,182,QMJHL,Quebec,8474650,other_team,118,82,0.695
2008,4,15,106,SJS,Harri Sateri,G,FIN,73,210,FINLAND,Tappara,8474667,inactive,145,5,0.034
2008,5,25,146,SJS,Julien Demers,D,CAN,72,215,OHL,Ottawa,8474712,inactive,43,4,0.093
2008,6,26,177,SJS,Tommy Wingels,C,USA,72,195,CCHA,Miami University,8474739,inactive,157,22,0.14
2008,7,5,186,SJS,Jason Demers,D,CAN,73,195,QMJHL,Victoriaville,8474218,active,104,79,0.76
2008,7,13,194,SJS,Drew Daniels,R,USA,74,185,HIGH-CT,Kent School,8474757,active,176,76,0.432
2007,1,9,9,SJS,Logan Couture,C,CAN,73,195,OHL,Ottawa,8474053,other_team,51,39,0.765
2007,1,28,28,SJS,Nick Petrecki,D,USA,75,230,USHL,Omaha,8474032,active,119,103,0.866
2007,3,22,83,SJS,Timo Pielmeier,G,DEU,61,175,GERMAN-JR.,Koln Jr.,8474194,other_team,170,59,0.347
2007,3,30,91,SJS,Tyson Sexsmith,G,CAN,61,210,WHL,Vancouver,8474003,other_team,178,161,0.904
2007,6,14,165,SJS,Patrik Zackrisson,F,SWE,61,190,SWEDEN-2,Rogle,8474133,inactive,120,39,0.325
2007,6,22,173,SJS,Nick Bonino,C,USA,73,180,HIGH-CT,Avon Old Farms,8474009,active,34,10,0.294
2007,7,20,201,SJS,Justin Braun,D,USA,73,205,H-EAST,U. Mass-Amherst,8474027,active,146,50,0.342
2007,7,22,203,SJS,Frazer McLaren,L,CAN,77,250,WHL,Portland,8473712,other_team,26,5,0.192
2006,1,16,16,SJS,Ty Wishart,D,CAN,76,222,WHL,Prince George,8473501,other_team,3,3,1
2006,2,6,36,SJS,Jamie McGinn,L,CAN,73,205,OHL,Ottawa,8473465,other_team,177,68,0.384
2006,4,5,98,SJS,James Delory,D,CAN,76,235,OHL,Oshawa,8473508,active,213,122,0.573
2006,5,20,143,SJS,Ashton Rome,R,CAN,73,205,WHL,Kamloops,8471320,active,250,248,0.992
2006,7,19,202,SJS,John McCarthy,L,USA,73,200,H-EAST,Boston University,8473562,other_team,265,134,0.506
2006,7,20,203,SJS,Jay Barriball,F,USA,69,171,USHL,Sioux Falls,8473437,inactive,252,105,0.417
2005,1,8,8,SJS,Devin Setoguchi,R,CAN,72,200,WHL,Saskatoon,8471682,active,173,68,0.393
2005,2,5,35,SJS,Marc-Edouard Vlasic,D,CAN,73,200,QMJHL,Quebec,8471709,other_team,251,191,0.761
2005,4,21,112,SJS,Alex Stalock,G,USA,72,185,USHL,Cedar Rapids,8471774,other_team,348,186,0.534
2005,5,15,140,SJS,Taylor Dakers,G,CAN,73,175,WHL,Kootenay,8471802,other_team,127,54,0.425
2005,5,24,149,SJS,Derek Joslin,D,CAN,73,210,OHL,Ottawa,8471810,other_team,55,41,0.745
2005,5,37,162,SJS,Paul Fenton,F,USA,61,185,H-EAST,U. Mass-Amherst,8471823,inactive,20,5,0.25
2005,6,21,183,SJS,William Colbert,D,CAN,74,210,OHL,Ottawa,8470817,active,226,54,0.239
2005,6,31,193,SJS,Tony Lucia,L,USA,72,190,USHSW,Wayzata,8471854,active,68,24,0.353
2004,1,22,22,SJS,Lukas Kaspar,R,CZE,74,225,CZE,Litvinov,8471235,other_team,3,0,0
2004,3,29,94,SJS,Thomas Greiss,G,DEU,73,210,GER,Koln,8471306,inactive,370,31,0.084
2004,4,28,126,SJS,Torrey Mitchell,C,CAN,61,190,USHSE,Hotchkiss School,8471338,active,355,72,0.203
2004,4,31,129,SJS,Jason Churchill,G,CAN,76,184,QMJHL,Halifax,8471341,other_team,190,145,0.763
2004,5,24,153,SJS,Steven Zalewski,C,USA,72,195,USHSE,Northwood Prep,8471365,inactive,354,225,0.636
2004,7,8,201,SJS,Mike Vernace,D,CAN,72,216,OHL,Brampton,8471413,other_team,306,63,0.206
2004,7,32,225,SJS,David MacDonald,D,CAN,75,200,EJHL,New England,8471437,inactive,387,132,0.341
2004,8,7,234,SJS,Derek MacIntyre,G,USA,74,220,NAHL,Soo,8471446,active,220,36,0.164
2004,9,30,288,SJS,Brian Mahoney-Wilson,G,USA,61,150,USHSE,Catholic Memorial,8471499,inactive,177,100,0.565
2004,9,31,289,SJS,Christian Jensen,D,USA,75,190,INDEP. JR,New Jersey Jr. Titans,8471500,other_team,19,12,0.632
2003,1,6,6,SJS,Milan Michalek,R,CZE,74,217,CZE,Budejovice,8470599,other_team,193,10,0.052
2003,1,16,16,SJS,Steve Bernier,R,CAN,74,216,QMJHL,Moncton,8470609,other_team,128,117,0.914
2003,2,13,43,SJS,Josh Hennessy,C,USA,72,200,QMJHL,Quebec,8470636,inactive,276,238,0.862
2003,2,17,47,SJS,Matt Carle,D,USA,72,205,USHL,River City,8470640,inactive,356,152,0.427
2003,5,3,139,SJS,Patrick Ehelechner,G,DEU,74,176,GER,Hannover,8470731,inactive,370,347,0.938
2003,7,4,201,SJS,Jonathan Tremblay,R,CAN,75,240,QMJHL,Acadie-Bathurst,8470791,other_team,139,50,0.36
2003,7,8,205,SJS,Joe Pavelski,C,USA,61,195,USHL,Waterloo,8470794,inactive,110,87,0.791
2003,7,19,216,SJS,Kai Hospelt,F,DEU,73,187,GER,Koln,8470805,inactive,172,171,0.994
2003,8,7,236,SJS,Alexander Hult,C,SWE,73,200,SWE,Tranas,8470825,active,264,14,0.053
2003,9,6,267,SJS,Brian O'Hanley,D,USA,72,180,USHSE,Boston Coll. H.S.,8470856,other_team,398,71,0.178
2003,9,15,276,SJS,Carter Lee,F,USA,73,190,USHSE,Canterbury,8470865,other_team,325,98,0.302
2002,1,27,27,SJS,Mike Morris,R,USA,73,185,USHSE,St. Sebastian's,8470124,other_team,491,121,0.246
2002,2,22,52,SJS,Dan Spang,D,USA,72,205,USHSE,Winchester H.S.,8470314,other_team,453,268,0.592
2002,3,23,86,SJS,Jonas Fiedler,R,CZE,74,177,OHL,Plymouth,8470089,active,124,3,0.024
2002,5,8,139,SJS,Kris Newbury,F,CAN,61,213,OHL,Sarnia,8470232,inactive,235,58,0.247
2002,5,32,163,SJS,Tom Walsh,D,USA,72,190,USHSE,Deerfield Academy,8470053,other_team,49,30,0.612
2002,7,20,217,SJS,Tim Conboy,D,USA,74,210,USHL,Topeka,8470101,other_team,293,21,0.072
2002,9,28,288,SJS,Michael Hutchins,D,USA,72,185,USHL,Des Moines,8470209,other_team,46,9,0.196
2001,1,20,20,SJS,Marcel Goc,C,DEU,73,202,GER,Schwenningen,8469473,other_team,101,57,0.564
2001,4,10,106,SJS,Christian Ehrhoff,D,DEU,74,203,GER,Krefeld,8469555,inactive,480,201,0.419
2001,4,11,107,SJS,Dimitri Patzold,G,KAZ,72,195,GER JR,Erding,8469556,active,131,80,0.611
2001,5,9,140,SJS,Tomas Plihal,F,CZE,73,210,CZE,Liberec Jr.,8469587,inactive,484,33,0.068
2001,6,10,175,SJS,Ryane Clowe,R,CAN,74,225,QMJHL,Rimouski,8469622,other_team,462,46,0.1
2001,6,17,182,SJS,Tom Cavanagh,R,USA,72,200,USHSE,Phillips-Exeter,8469629,inactive,493,43,0.087
2000,2,11,41,SJS,Tero Maatta,D,FIN,0,205,,Jokerit Jr.,8468521,active,205,131,0.639
2000,4,8,104,SJS,Jon Disalvatore,R,USA,73,200,,Providence College,8468584,inactive,479,409,0.854
2000,5,12,142,SJS,Michael Pinc,F,CZE,0,180,,Rouyn Noranda,8468622,active,242,113,0.467
2000,5,36,166,SJS,Nolan Schaefer,G,CAN,74,200,,Providence College,8468646,active,283,193,0.682
2000,6,16,183,SJS,Michal Macho,C,SVK,0,169,,Martin,8468663,inactive,438,26,0.059
2000,8,17,246,SJS,Chad Wiseman,L,CAN,73,205,,Mississauga,8468726,other_team,71,37,0.521
2000,8,27,256,SJS,Pasi Saarinen,D,FIN,0,189,,Ilves,8468736,inactive,156,156,1
2011,2,2,32,STL,Ty Rattie,RW,CAN,61,165,WHL,Portland,8476427,other_team,41,30,0.732
2011,2,11,41,STL,Dmitrij Jaskin,RW,RUS,74,196,CZREP,Slavia,8476436,inactive,45,26,0.578
2011,2,16,46,STL,Joel Edmundson,D,CAN,77,190,WHL,Moose Jaw,8476441,other_team,17,14,0.824
2011,3,27,88,STL,Jordan Binnington,G,CAN,74,158,OHL,Owen Sound,8476412,inactive,29,15,0.517
2011,4,11,102,STL,Yannick Veilleux,LW,CAN,74,190,QMJHL,Shawinigan,8476380,active,8,4,0.5
2011,5,11,132,STL,Niklas Lundstrom,G,SWE,74,187,SWE-JR.,Aik Jr.,8476373,inactive,8,1,0.125
2011,6,11,162,STL,Ryan Tesink,C,CAN,72,153,QMJHL,Saint John,8476314,active,40,12,0.3
2011,7,11,192,STL,Teemu Eronen,D,FIN,61,180,FINLAND,Jokerit,8476296,active,19,0,0
2010,1,14,14,STL,Jaden Schwartz,C,CAN,61,180,USHL,Tri-City,8475768,other_team,60,27,0.45
2010,1,16,16,STL,Vladimir Tarasenko,RW,RUS,61,202,RUSSIA,Novosibirsk,8475765,inactive,25,6,0.24
2010,2,14,44,STL,Sebastian Wannstrom,RW,SWE,73,180,SWE-JR.,Brynas Jr.,8475725,inactive,98,96,0.98
2010,3,14,74,STL,Max Gardiner,C,USA,75,176,HIGH-MN,Minnetonka,8475713,inactive,56,1,0.018
2010,4,14,104,STL,Jani Hakanpaa,D,FIN,76,211,FINLAND JR-2,Kiekko-Vantaa Jr.,8475825,other_team,93,65,0.699
2010,5,14,134,STL,Cody Beach,RW,CAN,77,180,WHL,Calgary,8475847,active,10,0,0
2010,6,14,164,STL,Stephen MacAulay,LW,CAN,73,175,QMJHL,Saint John,8475875,inactive,0,0,#DIV/0!
2009,1,17,17,STL,David Rundblad,D,SWE,74,189,SWEDEN,Skelleftea,8475182,active,18,3,0.167
2009,2,18,48,STL,Brett Ponich,D,CAN,79,225,WHL,Portland,8475205,inactive,5,1,0.2
2009,3,17,78,STL,Sergei Andronov,R,RUS,74,190,RUSSIA,Togliatti,8475241,active,150,75,0.5
2009,4,17,108,STL,Tyler Shattock,R,CAN,74,205,WHL,Kamloops,8474810,active,63,46,0.73
2009,6,17,168,STL,David Shields,D,USA,75,218,OHL,Erie,8475307,inactive,46,35,0.761
2009,7,21,202,STL,Maxwell Tardy,C,USA,72,181,HIGH-MN,Duluth East,8475336,active,33,17,0.515
2008,1,4,4,STL,Alex Pietrangelo,D,CAN,75,206,OHL,Niagara,8474565,other_team,2,2,1
2008,2,3,33,STL,Philip McRae,C,USA,74,200,OHL,London,8474592,other_team,112,88,0.786
2008,2,4,34,STL,Jake Allen,G,CAN,74,190,QMJHL,St. John's,8474596,other_team,80,18,0.225
2008,3,4,65,STL,Jori Lehtera,C,FIN,74,191,FINLAND,Tappara,8474627,inactive,80,36,0.45
2008,3,9,70,STL,James Livingston,R,CAN,73,200,OHL,Sault Ste. Marie,8474633,active,64,27,0.422
2008,3,26,87,STL,Ian Schultz,R,CAN,73,179,WHL,Calgary,8474647,inactive,129,29,0.225
2008,4,4,95,STL,David Warsofsky,D,USA,68,160,USDP,USA U-18,8474660,active,195,169,0.867
2008,5,4,125,STL,Kristoffer Berglund,D,SWE,61,180,SWEDEN-2,Bjorkloven,8474686,active,190,104,0.547
2008,6,4,155,STL,Anthony Nigro,C,CAN,61,180,OHL,Guelph,8474713,active,190,32,0.168
2008,7,4,185,STL,Paul Karpowich,G,CAN,74,195,OPJHL,Wellington,8474745,inactive,26,10,0.385
